MAL_ID,SEPERATE,Name,SEPERATE,Score,SEPERATE,Genres,SEPERATE,Type,SEPERATE,Episodes,SEPERATE,Premiered,SEPERATE,Ranked,SEPERATE,Popularity,SEPERATE,Favorites,END
36824,SEPERATE,Huyao Xiao Hongniang: Nan Guo,SEPERATE,7.47,SEPERATE,"Comedy, Historical, Supernatural, Romance",SEPERATE,ONA,SEPERATE,26,SEPERATE,Unknown,SEPERATE,1681,SEPERATE,6116,SEPERATE,20,END
36825,SEPERATE,Pokemon Diamond & Pearl: Clip Show,SEPERATE,6.21,SEPERATE,"Action, Adventure, Comedy, Fantasy, Kids",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7286,SEPERATE,8252,SEPERATE,0,END
36827,SEPERATE,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,SEPERATE,6.82,SEPERATE,"Mystery, Comedy, Super Power",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4348,SEPERATE,9371,SEPERATE,2,END
36828,SEPERATE,Caligula (TV),SEPERATE,6.03,SEPERATE,"Action, Sci-Fi",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2018,SEPERATE,8093,SEPERATE,1892,SEPERATE,106,END
36833,SEPERATE,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,SEPERATE,6.81,SEPERATE,"Slice of Life, Parody",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4409,SEPERATE,4035,SEPERATE,16,END
36834,SEPERATE,Sengoku Night Blood: Ongaku Dai Tokushuu,SEPERATE,6.27,SEPERATE,"Fantasy, Historical, Music, Romance",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7039,SEPERATE,9379,SEPERATE,4,END
36835,SEPERATE,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,SEPERATE,5.08,SEPERATE,Comedy,SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10501,SEPERATE,12762,SEPERATE,0,END
36836,SEPERATE,Toho Cinemas x Pokemon Go,SEPERATE,5.51,SEPERATE,Comedy,SEPERATE,Movie,SEPERATE,2,SEPERATE,Unknown,SEPERATE,9637,SEPERATE,8929,SEPERATE,1,END
36838,SEPERATE,Gintama.: Shirogane no Tamashii-hen,SEPERATE,8.81,SEPERATE,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2018,SEPERATE,25,SEPERATE,1160,SEPERATE,1060,END
36840,SEPERATE,25-sai no Joshikousei,SEPERATE,5.54,SEPERATE,"Ecchi, Romance, School",SEPERATE,TV,SEPERATE,12,SEPERATE,Winter 2018,SEPERATE,9579,SEPERATE,2982,SEPERATE,159,END
36841,SEPERATE,Sousha wa Tada Senaka to Teikin de Kataru Nomi,SEPERATE,5.46,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9789,SEPERATE,11503,SEPERATE,0,END
36843,SEPERATE,Youtai Nuhai Zai Shanghai 2: Xianglian Mima,SEPERATE,Unknown,SEPERATE,"Military, Historical, Drama",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,13012,SEPERATE,16014,SEPERATE,0,END
36846,SEPERATE,Fruits 5 Shimai,SEPERATE,Unknown,SEPERATE,"Music, Kids",SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,13983,SEPERATE,16191,SEPERATE,0,END
36847,SEPERATE,Nanatsu no Bitoku,SEPERATE,5.21,SEPERATE,"Ecchi, Fantasy",SEPERATE,TV,SEPERATE,10,SEPERATE,Winter 2018,SEPERATE,10302,SEPERATE,2525,SEPERATE,82,END
36848,SEPERATE,Aishen Qiaokeli-ing...II,SEPERATE,7.23,SEPERATE,"Harem, Comedy, Romance, School",SEPERATE,ONA,SEPERATE,15,SEPERATE,Unknown,SEPERATE,2638,SEPERATE,3530,SEPERATE,76,END
36849,SEPERATE,Nariyuki→Papakatsu Girls!! The Animation,SEPERATE,6.84,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6645,SEPERATE,16,END
36851,SEPERATE,Bousai Keihatsu Douga,SEPERATE,Unknown,SEPERATE,Slice of Life,SEPERATE,ONA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,13507,SEPERATE,16283,SEPERATE,0,END
36855,SEPERATE,Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,SEPERATE,6.85,SEPERATE,Comedy,SEPERATE,ONA,SEPERATE,24,SEPERATE,Unknown,SEPERATE,4242,SEPERATE,4603,SEPERATE,27,END
36856,SEPERATE,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),SEPERATE,Unknown,SEPERATE,"Sci-Fi, Adventure, Police, Mecha",SEPERATE,ONA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,12561,SEPERATE,13731,SEPERATE,3,END
36857,SEPERATE,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,SEPERATE,Unknown,SEPERATE,"Sci-Fi, Adventure, Police, Mecha",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12547,SEPERATE,12384,SEPERATE,1,END
36858,SEPERATE,Usuzumizakura: Garo,SEPERATE,6.17,SEPERATE,"Action, Demons, Fantasy, Magic, Supernatural",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7491,SEPERATE,7016,SEPERATE,3,END
36861,SEPERATE,Itazura Majo to Nemuranai Machi,SEPERATE,6,SEPERATE,"Action, Police, Magic, Fantasy",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8212,SEPERATE,7270,SEPERATE,4,END
36862,SEPERATE,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,SEPERATE,8.74,SEPERATE,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,35,SEPERATE,682,SEPERATE,1546,END
36864,SEPERATE,Akkun to Kanojo,SEPERATE,6.83,SEPERATE,"Comedy, Josei, Romance, School",SEPERATE,TV,SEPERATE,25,SEPERATE,Spring 2018,SEPERATE,4306,SEPERATE,1387,SEPERATE,170,END
36865,SEPERATE,Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12552,SEPERATE,11736,SEPERATE,0,END
36866,SEPERATE,LayereD Stories Zero,SEPERATE,Unknown,SEPERATE,"Game, Sci-Fi",SEPERATE,ONA,SEPERATE,9,SEPERATE,Unknown,SEPERATE,15278,SEPERATE,12550,SEPERATE,1,END
36868,SEPERATE,Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,SEPERATE,5.65,SEPERATE,Comedy,SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9272,SEPERATE,14239,SEPERATE,1,END
36871,SEPERATE,Ultraman,SEPERATE,6.75,SEPERATE,"Action, Sci-Fi, Seinen, Super Power",SEPERATE,ONA,SEPERATE,13,SEPERATE,Unknown,SEPERATE,4672,SEPERATE,3856,SEPERATE,62,END
36873,SEPERATE,Back Street Girls: Gokudolls,SEPERATE,6.93,SEPERATE,"Comedy, Ecchi, Seinen",SEPERATE,TV,SEPERATE,10,SEPERATE,Summer 2018,SEPERATE,3890,SEPERATE,1481,SEPERATE,332,END
36874,SEPERATE,Aware! Meisaku-kun: Oronamin C,SEPERATE,Unknown,SEPERATE,"Comedy, Parody",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,13376,SEPERATE,15023,SEPERATE,0,END
36875,SEPERATE,Akuma no Memumemu-chan,SEPERATE,5.67,SEPERATE,"Comedy, Demons, Ecchi, Shounen",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9245,SEPERATE,8056,SEPERATE,2,END
36876,SEPERATE,Furifure 2,SEPERATE,6.48,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,7242,SEPERATE,10,END
36881,SEPERATE,Dennou Senshi Dokan-kun,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,TV,SEPERATE,11,SEPERATE,Winter 2007,SEPERATE,13797,SEPERATE,16216,SEPERATE,0,END
36882,SEPERATE,Arifureta Shokugyou de Sekai Saikyou,SEPERATE,6.52,SEPERATE,"Action, Adventure, Fantasy, Harem",SEPERATE,TV,SEPERATE,13,SEPERATE,Summer 2019,SEPERATE,5759,SEPERATE,383,SEPERATE,3766,END
36883,SEPERATE,Wares: Beyond,SEPERATE,Unknown,SEPERATE,Mecha,SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12809,SEPERATE,13785,SEPERATE,0,END
36884,SEPERATE,Hisone to Maso-tan,SEPERATE,7.37,SEPERATE,"Comedy, Drama, Fantasy, Military",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2018,SEPERATE,2023,SEPERATE,1909,SEPERATE,266,END
36885,SEPERATE,Saenai Heroine no Sodatekata Fine,SEPERATE,8.48,SEPERATE,"Harem, Comedy, Romance, Ecchi, School",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,113,SEPERATE,1567,SEPERATE,1132,END
36888,SEPERATE,Chikatetsu ni Noru,SEPERATE,5.77,SEPERATE,Slice of Life,SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,8940,SEPERATE,12956,SEPERATE,0,END
36889,SEPERATE,Oyasumi Sex,SEPERATE,6.81,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6081,SEPERATE,42,END
36890,SEPERATE,dMatsu-san,SEPERATE,6.13,SEPERATE,"Comedy, Parody",SEPERATE,ONA,SEPERATE,12,SEPERATE,Unknown,SEPERATE,7659,SEPERATE,9274,SEPERATE,3,END
36894,SEPERATE,Inazma Delivery: Dougyousha Attack-hen,SEPERATE,6.25,SEPERATE,"Action, Sci-Fi, Comedy",SEPERATE,TV,SEPERATE,10,SEPERATE,Winter 2018,SEPERATE,7137,SEPERATE,12148,SEPERATE,2,END
36895,SEPERATE,"Nee, ...Shiyo♥",SEPERATE,6.52,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6279,SEPERATE,21,END
36896,SEPERATE,Boku no Hero Academia the Movie 1: Futari no Hero,SEPERATE,7.7,SEPERATE,"Action, Shounen, Super Power",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1017,SEPERATE,310,SEPERATE,1332,END
36902,SEPERATE,Mahou Shoujo Ore,SEPERATE,6.64,SEPERATE,"Comedy, Fantasy, Magic",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2018,SEPERATE,5198,SEPERATE,1835,SEPERATE,127,END
36903,SEPERATE,Kengan Ashura,SEPERATE,7.47,SEPERATE,"Action, Martial Arts",SEPERATE,ONA,SEPERATE,12,SEPERATE,Unknown,SEPERATE,1686,SEPERATE,1773,SEPERATE,449,END
36904,SEPERATE,Aggressive Retsuko (ONA),SEPERATE,7.7,SEPERATE,"Slice of Life, Comedy",SEPERATE,ONA,SEPERATE,10,SEPERATE,Unknown,SEPERATE,1016,SEPERATE,1256,SEPERATE,802,END
36905,SEPERATE,Mentori,SEPERATE,Unknown,SEPERATE,"Comedy, Parody",SEPERATE,ONA,SEPERATE,10,SEPERATE,Unknown,SEPERATE,15518,SEPERATE,15207,SEPERATE,0,END
36906,SEPERATE,Jashin-chan Dropkick,SEPERATE,6.94,SEPERATE,"Comedy, Supernatural",SEPERATE,TV,SEPERATE,11,SEPERATE,Summer 2018,SEPERATE,3848,SEPERATE,1754,SEPERATE,224,END
36907,SEPERATE,Nippen no Miko-chan,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,11172,SEPERATE,13540,SEPERATE,0,END
36910,SEPERATE,Wu Geng Ji 2nd Season,SEPERATE,7.61,SEPERATE,"Action, Historical, Supernatural, Martial Arts, Fantasy",SEPERATE,ONA,SEPERATE,42,SEPERATE,Unknown,SEPERATE,1256,SEPERATE,8719,SEPERATE,12,END
36913,SEPERATE,Inazuma Eleven x Kaitou Gru no Tsuki Dorobou,SEPERATE,5.86,SEPERATE,Comedy,SEPERATE,Special,SEPERATE,4,SEPERATE,Unknown,SEPERATE,8668,SEPERATE,9575,SEPERATE,5,END
36914,SEPERATE,Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen,SEPERATE,6.35,SEPERATE,"Comedy, School",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6654,SEPERATE,4319,SEPERATE,13,END
36915,SEPERATE,Fate/Grand Order: Moonlight/Lostroom,SEPERATE,6.27,SEPERATE,"Action, Supernatural, Magic, Fantasy",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7046,SEPERATE,2684,SEPERATE,26,END
36918,SEPERATE,Happy Happy Party!,SEPERATE,6.25,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7118,SEPERATE,9657,SEPERATE,0,END
36919,SEPERATE,Shuwarin☆Dorimin,SEPERATE,6.31,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6821,SEPERATE,9529,SEPERATE,2,END
36920,SEPERATE,Black Shout,SEPERATE,6.93,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3879,SEPERATE,8679,SEPERATE,8,END
36921,SEPERATE,That Is How I Roll!,SEPERATE,6.38,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,6531,SEPERATE,9800,SEPERATE,0,END
36922,SEPERATE,Egao no Orquesta!,SEPERATE,6.24,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7166,SEPERATE,9448,SEPERATE,14,END
36923,SEPERATE,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,SEPERATE,7.29,SEPERATE,"Action, Comedy, Super Power, Magic, Fantasy, Shounen",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2405,SEPERATE,2199,SEPERATE,133,END
36925,SEPERATE,Pretty All Friends,SEPERATE,Unknown,SEPERATE,"Music, Slice of Life, Sports",SEPERATE,TV,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,10468,SEPERATE,4,END
36927,SEPERATE,Pokemon Movie 21: Minna no Monogatari,SEPERATE,7.19,SEPERATE,"Action, Game, Adventure, Comedy, Kids, Fantasy",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2795,SEPERATE,3482,SEPERATE,46,END
36932,SEPERATE,Evil or Live Recap,SEPERATE,5.18,SEPERATE,"Psychological, School",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10336,SEPERATE,7432,SEPERATE,2,END
36933,SEPERATE,Ura Jutaijima,SEPERATE,6.82,SEPERATE,Hentai,SEPERATE,OVA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6159,SEPERATE,16,END
36934,SEPERATE,Captain Tsubasa (2018),SEPERATE,7.42,SEPERATE,"Action, Sports, Shounen",SEPERATE,TV,SEPERATE,52,SEPERATE,Spring 2018,SEPERATE,1817,SEPERATE,2156,SEPERATE,285,END
36936,SEPERATE,Mirai no Mirai,SEPERATE,7.32,SEPERATE,"Adventure, Drama, Fantasy",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,2257,SEPERATE,1577,SEPERATE,224,END
36937,SEPERATE,Virtua Fighter: Costomize Clip,SEPERATE,Unknown,SEPERATE,"Action, Drama, Martial Arts, Music",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12769,SEPERATE,12495,SEPERATE,0,END
36942,SEPERATE,Cinderella Girls Gekijou 2nd Season Specials,SEPERATE,6.37,SEPERATE,"Slice of Life, Comedy",SEPERATE,Special,SEPERATE,3,SEPERATE,Unknown,SEPERATE,6566,SEPERATE,9573,SEPERATE,0,END
36943,SEPERATE,Tachibanakan Triangle,SEPERATE,5.58,SEPERATE,"Comedy, Ecchi, Shoujo Ai",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2018,SEPERATE,9474,SEPERATE,2254,SEPERATE,61,END
36945,SEPERATE,Himote House,SEPERATE,5.72,SEPERATE,"Comedy, Super Power",SEPERATE,TV,SEPERATE,12,SEPERATE,Fall 2018,SEPERATE,9077,SEPERATE,4251,SEPERATE,17,END
36946,SEPERATE,Dragon Ball Super Movie: Broly,SEPERATE,8.1,SEPERATE,"Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,412,SEPERATE,711,SEPERATE,1612,END
36947,SEPERATE,Pochitto Hatsumei: Pikachin-Kit,SEPERATE,Unknown,SEPERATE,"Comedy, Kids",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,11578,SEPERATE,15556,SEPERATE,0,END
36949,SEPERATE,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,SEPERATE,8.08,SEPERATE,"Ecchi, School, Shounen",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2018,SEPERATE,441,SEPERATE,259,SEPERATE,1413,END
36950,SEPERATE,Yuragi-sou no Yuuna-san OVA,SEPERATE,7.08,SEPERATE,"Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",SEPERATE,OVA,SEPERATE,4,SEPERATE,Unknown,SEPERATE,3288,SEPERATE,2589,SEPERATE,64,END
36951,SEPERATE,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,SEPERATE,7.41,SEPERATE,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen",SEPERATE,Special,SEPERATE,2,SEPERATE,Unknown,SEPERATE,1873,SEPERATE,4072,SEPERATE,20,END
36952,SEPERATE,Tennis no Ouji-sama: Best Games!!,SEPERATE,Unknown,SEPERATE,"Action, Comedy, Sports, School, Shounen",SEPERATE,OVA,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,12447,SEPERATE,8292,SEPERATE,11,END
36954,SEPERATE,Break Go!Ga!,SEPERATE,Unknown,SEPERATE,"Game, Shounen",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,13505,SEPERATE,14473,SEPERATE,0,END
36955,SEPERATE,Tales of the Rays Gekijou,SEPERATE,6.17,SEPERATE,"Comedy, Fantasy, Parody",SEPERATE,ONA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,7475,SEPERATE,10052,SEPERATE,0,END
36956,SEPERATE,Jewelry The Animation,SEPERATE,6.56,SEPERATE,"Hentai, Romance",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,6804,SEPERATE,18,END
36962,SEPERATE,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,SEPERATE,7.48,SEPERATE,"Drama, Shounen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,1651,SEPERATE,2080,SEPERATE,61,END
36963,SEPERATE,IDOLiSH7 Vibrato,SEPERATE,7.95,SEPERATE,Music,SEPERATE,ONA,SEPERATE,8,SEPERATE,Unknown,SEPERATE,611,SEPERATE,5115,SEPERATE,67,END
36964,SEPERATE,Bonobono: Uchuu kara Kita Tomodachi,SEPERATE,Unknown,SEPERATE,"Adventure, Comedy, Kids",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,13471,SEPERATE,14600,SEPERATE,0,END
36967,SEPERATE,Lupin III: Lupin wa Ima mo Moete Iru ka?,SEPERATE,6.97,SEPERATE,"Action, Adventure, Comedy, Seinen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,3755,SEPERATE,7648,SEPERATE,1,END
36968,SEPERATE,Panda no Blues,SEPERATE,Unknown,SEPERATE,Music,SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,11471,SEPERATE,16811,SEPERATE,0,END
36969,SEPERATE,Oshiri Tantei: Mina to Machi no Tuk-tuk Chase,SEPERATE,Unknown,SEPERATE,"Comedy, Kids, Mystery",SEPERATE,ONA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,11421,SEPERATE,15236,SEPERATE,0,END
36970,SEPERATE,Hetchara Heiki no Heihachirou,SEPERATE,Unknown,SEPERATE,"Music, Kids",SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,14386,SEPERATE,16916,SEPERATE,0,END
36973,SEPERATE,Ekimemo!,SEPERATE,Unknown,SEPERATE,Game,SEPERATE,ONA,SEPERATE,3,SEPERATE,Unknown,SEPERATE,13914,SEPERATE,13962,SEPERATE,0,END
36976,SEPERATE,Cutie Honey Universe,SEPERATE,5.43,SEPERATE,"Action, Comedy, Magic, Romance, Sci-Fi, Shounen",SEPERATE,TV,SEPERATE,12,SEPERATE,Spring 2018,SEPERATE,9847,SEPERATE,4065,SEPERATE,15,END
36978,SEPERATE,Annyeong Totobi,SEPERATE,Unknown,SEPERATE,Kids,SEPERATE,TV,SEPERATE,104,SEPERATE,Summer 2011,SEPERATE,13297,SEPERATE,15495,SEPERATE,0,END
36979,SEPERATE,Tanuki to Kitsune,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,ONA,SEPERATE,18,SEPERATE,Unknown,SEPERATE,12370,SEPERATE,11584,SEPERATE,1,END
36981,SEPERATE,Neko no Dayan (2017),SEPERATE,Unknown,SEPERATE,Kids,SEPERATE,TV,SEPERATE,30,SEPERATE,Fall 2017,SEPERATE,11107,SEPERATE,15616,SEPERATE,0,END
36982,SEPERATE,Micchiri Neko,SEPERATE,6.8,SEPERATE,"Comedy, Kids",SEPERATE,TV,SEPERATE,39,SEPERATE,Winter 2018,SEPERATE,4446,SEPERATE,5761,SEPERATE,18,END
36983,SEPERATE,Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,SEPERATE,5.19,SEPERATE,"Comedy, Kids, Music",SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,10327,SEPERATE,13856,SEPERATE,0,END
36990,SEPERATE,Non Non Biyori Movie: Vacation,SEPERATE,8.22,SEPERATE,"Comedy, Seinen, Slice of Life",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,291,SEPERATE,2427,SEPERATE,126,END
36991,SEPERATE,Lupin III 3DCG,SEPERATE,6.19,SEPERATE,"Action, Thriller",SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,7414,SEPERATE,9729,SEPERATE,1,END
36992,SEPERATE,Tomie,SEPERATE,5.93,SEPERATE,"Drama, Horror, Josei, Supernatural",SEPERATE,Special,SEPERATE,2,SEPERATE,Unknown,SEPERATE,8456,SEPERATE,3829,SEPERATE,33,END
36993,SEPERATE,Chao Zhi Neng Zu Qiu,SEPERATE,6.38,SEPERATE,"Comedy, Sports",SEPERATE,TV,SEPERATE,52,SEPERATE,Summer 2010,SEPERATE,6484,SEPERATE,11468,SEPERATE,6,END
36995,SEPERATE,Precure Super Stars! Movie,SEPERATE,6.69,SEPERATE,"Action, Fantasy, Magic",SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,4961,SEPERATE,8734,SEPERATE,4,END
36996,SEPERATE,Jian Wangchao,SEPERATE,5.98,SEPERATE,"Action, Historical",SEPERATE,ONA,SEPERATE,12,SEPERATE,Unknown,SEPERATE,8309,SEPERATE,8529,SEPERATE,3,END
36999,SEPERATE,Zoku Owarimonogatari,SEPERATE,8.5,SEPERATE,"Mystery, Comedy, Supernatural, Vampire",SEPERATE,Movie,SEPERATE,6,SEPERATE,Unknown,SEPERATE,107,SEPERATE,1012,SEPERATE,722,END
37000,SEPERATE,Bernard-jou Iwaku.: Ofuro Dokusho,SEPERATE,5.73,SEPERATE,Comedy,SEPERATE,Special,SEPERATE,1,SEPERATE,Unknown,SEPERATE,9054,SEPERATE,10127,SEPERATE,0,END
37002,SEPERATE,Uchi no Oochopus,SEPERATE,Unknown,SEPERATE,Kids,SEPERATE,TV,SEPERATE,38,SEPERATE,Winter 2018,SEPERATE,12671,SEPERATE,15081,SEPERATE,0,END
37007,SEPERATE,Hinomaruzumou,SEPERATE,7.6,SEPERATE,"Martial Arts, Shounen, Sports",SEPERATE,TV,SEPERATE,24,SEPERATE,Fall 2018,SEPERATE,1268,SEPERATE,1644,SEPERATE,253,END
37008,SEPERATE,Tsukipro The Animation 2nd Season,SEPERATE,Unknown,SEPERATE,Music,SEPERATE,TV,SEPERATE,Unknown,SEPERATE,Summer 2021,SEPERATE,Unknown,SEPERATE,7944,SEPERATE,13,END
37009,SEPERATE,Watashi wa Buranko,SEPERATE,Unknown,SEPERATE,"Music, Kids",SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,12820,SEPERATE,16636,SEPERATE,0,END
37010,SEPERATE,Boku to Sakana no Monogatari,SEPERATE,Unknown,SEPERATE,"Music, Kids",SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,13477,SEPERATE,16367,SEPERATE,0,END
37011,SEPERATE,Negaigoto no Mochigusare,SEPERATE,Unknown,SEPERATE,"Music, Kids",SEPERATE,Music,SEPERATE,1,SEPERATE,Unknown,SEPERATE,11083,SEPERATE,16061,SEPERATE,0,END
37012,SEPERATE,Animegatari x Shingeki no Kyojin Collab Eizou,SEPERATE,6.52,SEPERATE,Comedy,SEPERATE,Movie,SEPERATE,1,SEPERATE,Unknown,SEPERATE,5760,SEPERATE,5448,SEPERATE,60,END
37013,SEPERATE,Sex: Prologue,SEPERATE,Unknown,SEPERATE,"Action, Drama, School, Seinen",SEPERATE,OVA,SEPERATE,1,SEPERATE,Unknown,SEPERATE,11906,SEPERATE,9724,SEPERATE,0,END
37017,SEPERATE,Kensaku to Enjin no ABC Days,SEPERATE,Unknown,SEPERATE,Kids,SEPERATE,ONA,SEPERATE,26,SEPERATE,Unknown,SEPERATE,14935,SEPERATE,15956,SEPERATE,0,END
37018,SEPERATE,Season's Greetings from dwarf,SEPERATE,Unknown,SEPERATE,Kids,SEPERATE,ONA,SEPERATE,2,SEPERATE,Unknown,SEPERATE,11832,SEPERATE,15969,SEPERATE,0,END
37020,SEPERATE,Woo to Wah,SEPERATE,Unknown,SEPERATE,Comedy,SEPERATE,ONA,SEPERATE,Unknown,SEPERATE,Unknown,SEPERATE,12880,SEPERATE,15966,SEPERATE,0,END
37021,SEPERATE,Iya na Kao sare nagara Opantsu Misete Moraitai,SEPERATE,5.73,SEPERATE,Ecchi,SEPERATE,ONA,SEPERATE,6,SEPERATE,Unknown,SEPERATE,9070,SEPERATE,2071,SEPERATE,234,END
37023,SEPERATE,Layton Mystery Tanteisha: Katri no Nazotoki File,SEPERATE,7.26,SEPERATE,"Mystery, Comedy, Kids",SEPERATE,TV,SEPERATE,50,SEPERATE,Spring 2018,SEPERATE,2538,SEPERATE,4360,SEPERATE,48,END
